id,flag,gdr_cd,age,mrg_situ_cd,edu_deg_cd,acdm_deg_cd,deg_cd,job_year,ic_ind,fr_or_sh_ind,dnl_mbl_bnk_ind,dnl_bind_cmb_lif_ind,hav_car_grp_ind,hav_hou_grp_ind,l6mon_agn_ind,frs_agn_dt_cnt,vld_rsk_ases_ind,fin_rsk_ases_grd_cd,confirm_rsk_ases_lvl_typ_cd,cust_inv_rsk_endu_lvl_cd,l6mon_daim_aum_cd,tot_ast_lvl_cd,pot_ast_lvl_cd,bk1_cur_year_mon_avg_agn_amt_cd,l12mon_buy_fin_mng_whl_tms,l12_mon_fnd_buy_whl_tms,l12_mon_insu_buy_whl_tms,l12_mon_gld_buy_whl_tms,loan_act_ind,pl_crd_lmt_cd,ovd_30d_loan_tot_cnt,his_lng_ovd_day,hld_crd_card_grd_cd,crd_card_act_ind,l1y_crd_card_csm_amt_dlm_cd,atdd_type,perm_crd_lmt_cd,cur_debit_cnt,cur_credit_cnt,cur_debit_min_opn_dt_cnt,cur_credit_min_opn_dt_cnt,cur_debit_crd_lvl
U13214,0,F,42,B,B,Z,B,0,0,0,1,1,1,1,1,1127,1,2,3,3,6,4,2,6,1,0,0,0,1,8,0,3,55,1,4,0,8,7,4,7684,5691,80
U13030,0,M,44,~,C,Z,A,2,1,1,1,1,1,0,1,574,1,4,5,1,3,7,2,6,0,0,0,0,0,0,0,0,35,1,5,0,8,6,4,6236,5782,20
U12729,0,F,38,A,C,31,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,2,2,0,0,0,0,0,0,0,0,0,10,1,5,0,7,1,1,4002,3256,10
U12679,0,M,55,B,C,31,~,14,0,0,1,0,0,0,0,-1,1,2,2,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,2,0,5,1,1,401,3802,20
U12578,0,M,45,B,B,30,,2,1,1,1,1,1,0,0,1176,0,-1,4,6,5,2,2,0,0,0,0,0,0,0,0,0,10,1,5,0,7,4,1,5604,4870,40
U12573,0,M,42,A,B,30,,0,0,0,1,0,0,0,0,1180,0,-1,-1,1,2,5,3,0,0,0,0,0,0,0,0,0,20,1,4,0,7,5,1,6930,3652,20
U12553,0,F,52,B,B,30,A,0,0,0,1,1,0,1,1,-1,1,3,3,7,7,3,2,0,4,6,0,0,1,5,0,0,55,1,5,0,8,6,2,1650,3864,40
U12539,0,M,45,B,,Z,,5,0,0,1,0,1,0,1,1144,0,-1,-1,1,2,3,4,3,0,0,0,0,0,0,0,0,10,1,4,0,4,5,2,7106,4686,20
U12337,0,M,48,B,F,G,,0,0,0,1,1,1,0,0,1278,0,-1,-1,1,3,2,4,0,0,0,0,0,0,0,0,0,20,0,3,0,4,2,1,5542,2016,10
U12307,0,M,39,B,B,30,,15,0,1,1,1,1,0,0,-1,0,-1,-1,8,3,3,4,0,0,0,0,0,0,0,0,0,20,1,4,0,4,3,1,5299,5143,20
U12122,0,F,49,A,B,30,,0,0,0,1,1,1,0,1,1209,1,3,4,1,7,-1,3,8,12,4,1,0,0,0,0,0,20,0,0,0,7,8,2,7290,4230,40
U12109,0,F,48,B,C,31,~,0,1,1,1,1,1,0,1,-1,0,-1,-1,1,3,4,3,0,0,0,0,0,0,0,0,0,20,1,4,0,7,4,1,6075,2112,20
U11694,0,M,36,B,C,31,Z,0,1,1,1,1,1,1,0,-1,0,-1,-1,4,2,-1,2,0,0,0,0,0,1,8,0,8,35,1,5,0,8,5,3,4704,2356,10
U11635,0,F,41,B,F,G,,0,0,0,1,1,0,0,0,184,0,-1,-1,1,3,3,2,0,0,0,0,0,0,0,0,0,10,1,5,0,7,1,2,4639,1554,40
U11455,0,M,49,B,B,30,,21,0,0,1,1,1,0,0,-1,0,-1,-1,7,7,11,2,0,0,0,0,0,0,0,0,0,20,1,5,0,7,2,2,4553,5752,20
U11397,0,F,37,B,C,31,Z,5,0,0,1,1,1,0,1,1172,0,-1,-1,1,4,3,5,5,0,0,0,0,0,0,0,0,20,1,3,0,4,6,2,4501,4139,20
U11282,0,M,36,A,G,F,~,0,0,0,1,1,0,0,0,1173,0,-1,4,6,4,-1,3,0,0,0,0,0,1,2,0,0,10,0,1,0,3,4,1,4448,3317,20
U11086,0,M,45,B,F,G,~,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,3,-1,4,0,0,0,0,0,0,0,0,0,20,0,0,0,3,4,1,6367,4474,20
U11082,0,F,39,B,K,Z,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,6,3,3,2,0,0,0,0,0,0,0,0,0,35,1,5,0,7,2,2,4354,4352,10
U11051,0,M,38,B,F,G,~,0,0,0,1,1,1,0,0,-1,0,-1,3,1,4,1,2,0,0,0,0,0,1,5,0,0,35,1,5,1,8,5,4,3238,3195,40
U10934,0,M,38,A,M,D,D,5,1,1,1,1,1,0,1,1176,1,4,4,7,7,9,6,8,3,0,0,0,1,5,0,0,40,1,5,0,8,11,1,6037,2983,40
U10839,0,M,41,A,B,30,,1,0,0,1,1,1,0,1,1070,0,-1,1,1,2,2,4,5,0,0,0,0,0,0,0,0,10,1,3,0,4,2,1,5177,4321,20
U10773,0,M,47,A,B,30,,0,1,1,1,1,1,0,0,906,1,4,3,8,9,-1,1,0,60,1,0,0,0,0,0,0,25,1,5,0,8,4,2,5118,3164,80
U10748,0,F,35,A,C,Z,,1,0,0,1,0,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,3,1,7,2,1,5055,5113,10
U10704,0,F,39,O,Z,Z,,0,1,1,1,1,1,0,0,1218,1,3,3,1,6,3,2,0,1,69,1,0,0,0,0,0,10,0,1,0,7,2,1,5013,1938,40
U10692,0,M,52,B,Z,G,,5,0,0,1,1,0,0,0,1167,0,-1,-1,1,1,3,2,0,0,0,0,0,0,0,0,0,10,1,3,,7,1,1,1749,2148,20
U10623,0,M,42,A,B,Z,,0,0,1,1,1,1,0,0,1218,0,-1,4,1,3,3,2,0,0,0,0,0,1,5,0,0,35,1,5,0,7,17,2,5799,3225,20
U10490,0,F,57,B,K,Z,,5,0,1,1,1,1,0,0,-1,0,-1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,20,1,4,0,7,4,1,5977,4260,20
U10489,0,M,43,B,B,30,~,0,0,1,1,1,0,0,0,-1,0,-1,-1,1,4,-1,3,0,0,0,0,0,0,0,0,0,10,1,4,,7,6,2,6281,719,20
U10364,0,M,54,B,B,Z,,0,0,1,1,1,0,0,1,1176,1,2,6,5,5,-1,2,1,2,3,0,0,0,0,0,0,20,1,3,0,7,3,1,7955,5691,20
U10081,0,F,48,B,C,31,~,12,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,20,1,3,0,2,1,1,1017,377,10
U10047,0,F,37,A,C,31,,3,0,0,1,0,1,0,0,-1,1,3,3,1,5,6,6,0,2,0,0,0,0,0,0,0,10,1,3,0,4,2,1,7023,4078,20
U9937,0,F,41,A,B,30,B,12,1,1,1,1,1,1,0,364,0,-1,-1,1,4,1,2,0,0,0,0,0,1,8,0,2,10,1,5,0,6,37,1,1530,838,20
U9750,0,M,50,B,A,C,C,5,1,1,1,1,1,0,0,-1,0,-1,4,8,7,-1,2,0,0,0,0,0,1,0,0,10,20,1,5,1,8,6,2,6007,3802,20
U9716,0,M,39,B,C,31,~,0,0,1,1,1,1,0,0,-1,1,2,2,1,1,4,5,0,0,0,0,0,0,0,0,0,10,1,5,0,3,1,1,616,616,20
U9631,0,F,41,B,B,Z,A,9,0,0,1,0,0,0,0,-1,0,-1,1,1,1,-1,4,0,0,0,0,0,0,0,0,0,10,1,2,0,4,1,1,907,5082,10
U9612,0,M,54,B,B,30,A,0,0,0,1,0,0,0,1,1123,1,3,3,1,7,7,2,7,10,0,1,0,1,5,0,0,20,0,0,0,7,4,2,7669,5508,40
U9540,0,F,48,B,B,Z,B,15,0,0,1,1,0,0,0,-1,1,3,-1,6,7,5,2,0,1,0,0,0,0,0,0,0,20,1,3,0,5,3,1,5597,5691,40
U9212,0,M,37,B,B,30,~,0,0,0,1,1,1,0,0,1172,1,2,-1,1,1,-1,2,0,0,2,0,0,0,0,0,0,20,1,5,1,7,1,3,4133,2387,20
U9181,0,M,33,A,M,D,,0,1,1,1,1,1,0,0,-1,0,-1,4,1,5,4,3,0,0,0,0,0,0,0,0,0,20,1,5,,7,2,5,4062,2833,20
U9120,0,M,37,A,C,31,~,0,0,0,1,1,1,0,0,91,0,-1,-1,1,2,4,2,4,0,0,0,0,0,0,0,0,10,1,5,0,7,2,1,4101,4199,10
U9114,0,F,49,B,A,C,C,0,0,0,1,1,0,0,1,1103,0,-1,2,1,5,9,2,9,0,0,0,0,0,0,0,0,50,1,5,0,8,6,3,4296,4321,40
U8967,0,F,36,A,B,30,A,0,0,0,1,1,1,0,1,654,1,3,-1,1,3,3,2,6,0,0,0,0,1,5,0,0,10,0,3,0,8,1,1,4011,3864,40
U8833,0,F,41,A,B,30,B,3,0,0,1,0,1,0,0,-1,0,-1,2,1,3,3,4,0,0,0,0,0,0,0,0,0,10,1,5,0,3,2,1,3912,3013,20
U8831,0,M,43,B,B,Z,,0,1,1,1,1,1,0,1,94,1,2,3,5,5,-1,2,1,0,0,0,0,1,3,0,0,30,1,5,0,8,5,2,3911,3894,40
U8788,0,F,46,B,K,G,,15,0,0,1,1,1,0,0,-1,0,-1,3,1,3,-1,2,0,0,0,0,0,0,0,0,0,10,1,5,0,8,1,2,1084,1600,10
U8754,0,F,38,A,B,30,,0,0,0,1,0,0,0,0,-1,0,-1,-1,1,3,5,3,0,0,0,0,0,0,0,0,0,10,0,2,0,4,1,1,3847,4474,20
U8699,0,M,41,A,B,30,~,6,0,1,1,1,0,0,1,94,0,-1,-1,6,5,2,2,3,0,0,0,0,0,0,0,0,20,1,5,1,7,2,1,3799,3802,20
U8679,0,M,40,B,C,31,,5,0,0,1,1,1,0,1,921,0,-1,-1,1,2,4,3,6,0,0,0,0,1,4,0,0,10,1,2,0,7,1,1,3784,1959,20
U8584,0,M,35,B,C,31,,0,0,1,1,0,0,0,0,1278,1,5,2,5,5,3,3,0,0,0,0,0,0,0,0,0,20,0,0,0,2,1,1,3727,3225,20
U8551,0,F,37,B,B,G,~,1,0,0,1,1,1,0,0,-1,0,-1,-1,1,5,3,2,0,0,0,0,0,0,0,0,0,20,1,4,0,8,3,3,3704,3529,20
U8503,0,M,43,B,C,31,~,0,0,0,1,0,1,0,1,1015,0,-1,-1,8,6,3,2,4,0,0,0,0,0,0,0,0,35,0,0,1,7,4,2,3668,2351,20
U8394,0,F,36,B,F,G,~,0,0,0,1,1,1,0,0,713,0,-1,-1,7,1,1,5,0,0,0,0,0,0,0,0,0,10,1,3,,6,1,2,3589,1307,10
U8320,0,M,42,B,B,30,A,3,1,1,1,1,1,0,0,-1,0,-1,4,1,5,-1,2,0,0,0,0,0,1,0,0,2,10,1,3,0,3,4,1,3511,4260,20
U8308,0,F,47,B,K,Z,~,0,0,0,1,1,0,0,1,626,0,-1,-1,1,1,2,5,4,0,0,0,0,0,0,0,0,20,1,1,,2,3,3,3502,161,20
U8294,0,F,40,A,K,Z,Z,4,0,1,1,1,0,1,1,186,0,-1,-1,1,2,2,3,6,0,0,0,0,1,5,0,0,10,1,3,0,2,2,2,945,4595,10
U8250,0,M,45,B,C,31,,4,0,1,1,1,1,0,0,-1,0,-1,-1,1,2,4,2,0,0,0,0,0,0,0,0,0,20,1,5,0,8,2,2,3454,3134,20
U8192,0,F,39,A,Z,Z,,0,0,0,1,1,0,0,0,-1,0,-1,3,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,1,1,0,2,1,1,3396,826,10
U8165,0,M,32,A,Z,Z,~,0,0,0,1,0,1,0,1,1193,0,-1,-1,1,2,-1,3,5,0,0,0,0,0,0,0,0,20,0,0,0,2,2,1,3367,788,20
U8026,0,M,39,A,K,31,~,0,0,1,1,1,0,0,0,-1,0,-1,3,7,6,-1,2,0,0,0,0,0,0,0,0,0,25,1,5,0,8,1,4,2491,5051,20
U1347929,1,M,33,A,C,31,~,1,0,0,1,1,1,0,0,1118,0,-1,3,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,0,3,,5,1,1,1153,986,10
U1342141,1,M,35,B,B,30,,1,0,0,1,1,1,0,1,1007,0,-1,2,1,1,-1,3,5,0,0,0,0,0,0,0,0,10,1,4,,7,2,1,1008,972,20
U1335175,1,M,47,B,K,G,,0,0,0,1,1,1,0,0,-1,0,-1,1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,4,,3,1,2,824,1025,10
U1285537,1,M,32,B,G,F,~,3,0,0,1,1,0,0,0,-1,1,1,1,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,1,1,0,1,1,1,111,111,10
U1227100,1,M,46,A,G,F,~,1,0,0,1,1,1,0,0,-1,1,2,2,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,1,2,0,1,1,1,137,137,10
U1221109,1,M,23,B,G,F,~,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,1,0,1,2,1,425,196,10
U1220803,1,F,27,A,C,31,,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,2,3,0,0,0,0,0,0,0,0,0,20,1,4,,6,1,3,1216,1216,10
U1214712,1,M,24,A,F,G,~,1,0,0,1,1,0,0,0,-1,1,1,1,1,1,-1,4,0,0,1,0,0,0,0,0,0,20,1,3,0,1,1,1,349,349,10
U1185848,1,M,30,A,F,G,,0,0,0,1,1,1,0,1,1179,0,-1,-1,1,1,2,3,4,0,0,0,0,0,0,0,0,20,1,3,1,5,1,2,1768,1676,10
U1145998,1,M,42,B,Z,Z,,0,0,0,1,1,1,0,0,-1,0,-1,2,1,1,-1,4,0,0,0,0,0,1,3,0,0,20,1,4,,4,1,3,1099,1098,10
U1119144,1,M,26,A,Z,Z,~,0,0,0,1,1,0,0,1,766,1,1,1,1,1,-1,5,2,0,0,0,0,0,0,0,0,20,1,1,0,1,2,1,777,104,10
U1071179,1,M,22,A,C,31,~,0,0,0,1,1,1,0,0,-1,1,2,2,1,1,3,4,0,0,0,0,0,0,0,0,0,10,1,3,,2,1,1,402,402,10
U1070710,1,M,21,A,G,F,~,3,0,0,1,1,1,0,0,-1,1,1,1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,0,1,2,2,399,399,10
U1005627,1,M,22,A,F,G,~,2,0,0,1,1,0,0,0,-1,1,1,1,1,1,-1,5,0,0,1,0,0,0,0,0,0,20,1,1,0,1,2,1,67,67,10
U989956,1,M,30,A,C,31,~,0,0,0,1,1,1,0,1,1176,0,-1,-1,1,1,-1,5,2,0,0,0,0,0,0,0,0,20,1,4,,3,1,1,1952,1631,10
U988442,1,M,35,B,F,G,,0,0,0,1,1,1,0,0,466,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,5,1,8,1,1,1880,1820,10
U985543,1,F,30,A,C,31,~,0,0,1,1,1,0,0,0,-1,0,-1,-1,7,2,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,,6,1,1,1774,1691,10
U944830,1,M,23,A,C,31,~,2,0,0,1,1,0,0,0,-1,1,1,1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,3,0,2,1,1,419,419,10
U934633,1,M,25,A,C,31,~,0,0,0,1,1,0,0,1,292,1,2,2,1,1,-1,6,2,0,2,0,0,0,0,0,0,10,0,3,1,4,1,1,322,703,10
U902796,1,M,27,A,C,31,,16,0,0,1,1,1,0,0,417,0,-1,2,1,1,-1,4,0,0,0,0,0,0,0,0,0,20,1,5,0,7,1,2,976,976,10
U901385,1,M,31,A,Z,G,~,0,0,0,1,1,1,0,0,-1,0,-1,2,1,2,-1,2,0,0,0,0,0,0,0,0,0,35,1,5,1,7,1,3,788,1006,10
U863029,1,M,26,A,F,G,,0,1,1,1,1,1,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,1,4,0,19,10,0,3,0,4,6,1,1609,1608,10
U822893,1,M,24,A,F,G,~,0,0,0,1,1,0,0,0,445,1,1,1,1,1,-1,5,0,0,1,0,0,0,0,0,0,20,1,3,,1,1,2,449,398,10
U757007,1,M,27,A,F,G,,1,0,0,1,1,0,0,1,1204,0,-1,-1,1,2,1,3,4,0,0,0,0,0,0,0,0,10,1,5,,5,1,1,1346,1032,10
U745992,1,M,35,B,G,F,~,13,0,0,1,1,1,0,0,468,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,3,0,2,1,1,672,672,10
U739198,1,M,47,B,Z,31,~,1,0,1,1,1,1,0,0,-1,1,1,1,1,1,-1,2,0,0,0,0,0,0,0,0,0,10,1,5,,7,1,1,411,2246,10
U738395,1,M,38,B,B,30,~,0,0,0,1,1,1,0,0,-1,1,3,3,2,1,-1,4,0,0,0,0,0,0,0,0,0,10,1,3,0,1,1,1,389,394,10
U736473,1,M,25,A,F,G,~,0,0,0,1,1,0,0,1,53,1,2,2,1,1,-1,5,2,0,0,0,0,0,0,0,0,10,1,1,,1,1,1,337,315,10
U735929,1,M,43,B,G,F,~,0,0,0,1,1,0,0,0,-1,1,2,2,1,1,-1,5,0,0,1,0,0,0,0,0,0,20,1,3,0,1,2,1,324,324,10
U727228,1,M,23,A,K,31,~,0,0,0,1,1,0,0,1,76,1,2,2,1,1,-1,5,3,0,0,0,0,0,0,0,0,10,1,3,0,3,2,1,83,699,10
U711713,1,M,49,A,F,G,~,2,0,1,0,1,0,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,3,,2,1,1,119,119,10
U704036,1,M,27,A,C,31,~,0,0,1,1,1,1,0,0,-1,1,2,2,2,2,-1,3,0,0,0,0,0,0,0,0,0,20,1,3,0,1,1,1,538,538,10
U682755,1,M,36,A,C,31,,1,0,0,1,1,1,0,0,637,1,2,1,1,1,2,4,0,0,0,0,0,0,0,0,0,10,1,4,0,4,2,2,1191,1778,10
U655432,1,F,55,B,F,G,~,5,0,0,1,1,1,0,0,-1,1,1,1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,3,0,1,2,1,236,236,10
U642195,1,M,38,B,F,G,~,10,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,3,0,2,1,1,1557,643,10
U639732,1,M,26,A,B,30,~,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,0,3,2,1,980,619,20
U610738,1,M,34,A,F,G,~,0,0,0,1,1,1,0,0,1147,0,-1,-1,1,1,3,6,0,0,0,0,0,0,0,0,0,10,1,5,0,7,2,1,1796,1795,10
U603098,1,M,27,A,B,30,~,0,0,0,1,1,1,0,1,47,1,2,-1,1,1,-1,3,4,0,0,0,0,0,0,0,0,20,1,5,0,6,2,1,1665,1424,10
U595660,1,M,28,B,B,30,~,0,1,1,1,1,0,0,0,972,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0,10,1,3,,7,3,1,1505,1424,10
U593825,1,M,48,B,Z,Z,,0,1,1,1,1,1,0,0,-1,0,-1,-1,1,2,3,4,0,0,0,0,0,0,0,0,0,20,1,5,,4,2,2,1473,1327,20
U43933,0,F,41,A,B,30,,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,2,4,2,0,0,0,0,0,0,0,0,0,35,1,5,,7,2,4,4991,1881,20
U43645,0,F,38,B,B,30,~,0,0,1,1,1,1,0,1,199,0,-1,-1,1,1,3,2,4,0,0,0,0,0,0,0,0,20,1,5,1,7,1,2,4699,3590,10
U43367,0,F,35,A,A,C,~,10,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,4,0,0,0,0,0,0,0,0,0,20,0,0,0,3,1,1,3047,4413,10
U43334,0,F,35,B,A,30,~,0,0,0,1,1,0,0,1,1180,1,4,2,5,5,5,2,4,11,0,0,0,0,0,0,0,20,1,4,0,7,1,2,1393,3986,20
U43083,0,M,42,B,B,30,C,10,0,0,1,1,0,0,0,-1,0,-1,-1,1,3,-1,3,0,0,0,0,0,0,0,0,0,20,1,1,0,5,1,1,3154,3134,10
U42841,0,F,55,B,F,G,~,0,0,1,1,1,0,0,0,-1,0,-1,3,1,2,-1,2,0,0,0,0,0,0,0,0,0,20,1,5,,7,3,1,6005,695,20
U42805,0,M,41,B,B,30,,15,0,0,1,1,1,0,0,-1,1,3,4,2,6,-1,2,0,5,0,0,0,0,0,0,0,20,0,3,0,5,1,1,1678,2147,20
U42726,0,M,36,A,C,31,~,0,0,1,1,1,1,0,0,1195,1,3,3,1,5,-1,2,0,17,1,0,0,1,3,0,0,40,1,5,0,7,2,2,3948,2215,40
U42613,0,M,41,B,B,Z,,0,0,0,1,0,1,0,1,1218,0,-1,-1,1,3,8,3,4,0,0,0,0,1,5,0,0,20,0,2,0,3,2,1,3742,2498,20
U42587,0,F,41,B,C,31,A,2,1,1,1,1,0,1,0,-1,1,2,3,1,2,-1,3,0,1,0,0,0,1,6,0,0,10,1,4,0,6,3,1,3713,4444,20
U42559,0,M,52,B,C,31,,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,3,0,4,1,3,3665,4595,10
U41942,0,F,42,B,B,30,,0,0,0,1,1,1,0,0,-1,1,2,3,6,5,-1,3,0,0,1,0,0,0,0,0,0,20,1,4,,4,1,1,2219,2701,10
U41773,0,M,56,B,A,31,~,0,0,0,1,1,1,0,0,-1,0,-1,4,1,5,-1,2,0,0,0,0,0,1,0,0,1,55,1,5,0,8,7,2,5047,4990,80
U41738,0,M,44,B,B,Z,B,0,0,0,1,1,1,1,0,1193,1,2,3,7,7,5,2,0,0,14,0,0,0,0,0,0,20,1,1,0,6,2,2,5454,3955,20
U41718,0,F,43,B,B,Z,B,5,0,0,1,1,1,0,0,1069,1,3,3,7,6,7,2,0,27,8,0,0,0,0,0,0,20,1,5,0,7,2,2,4818,5021,20
U41488,0,M,41,B,C,Z,,0,0,0,1,1,1,0,1,503,0,-1,3,1,1,-1,2,3,0,0,0,0,0,0,0,0,35,1,3,0,7,2,3,6861,4778,10
U41177,0,M,39,B,C,31,~,0,0,0,1,0,1,0,0,-1,1,2,2,1,1,2,5,0,0,1,0,0,0,0,0,0,20,1,3,0,3,1,1,238,238,10
U41112,0,M,47,A,C,Z,A,3,0,0,1,0,1,0,0,-1,0,-1,-1,1,3,2,6,0,0,0,0,0,0,0,0,0,20,1,3,0,7,5,3,6499,5113,20
U41006,0,F,51,B,B,30,~,0,0,0,1,1,1,0,1,1189,1,3,3,2,7,5,2,5,12,2,0,1,0,0,0,0,20,1,3,0,5,4,2,7733,4595,40
U40988,0,F,43,A,B,Z,,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,3,3,3,0,0,0,0,0,0,0,0,0,20,1,4,0,5,1,2,1476,4047,10
U40963,0,M,47,B,C,G,Z,2,1,1,1,1,1,0,0,-1,0,-1,-1,1,2,3,6,0,0,0,0,0,1,0,0,3,20,1,5,0,7,36,1,6742,3225,20
U40822,0,F,41,B,B,30,~,0,0,0,1,1,1,0,1,1193,1,3,3,6,4,3,2,6,1,56,0,0,1,5,0,0,20,1,3,0,4,8,2,6679,4260,40
U40811,0,M,49,B,F,G,,4,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,20,1,1,0,7,2,1,6363,4199,10
U40419,0,F,36,A,B,30,~,5,0,0,1,1,0,0,0,-1,1,2,2,1,5,4,3,0,30,1,0,0,0,0,0,0,20,0,0,0,2,1,2,3522,4108,20
U40415,0,F,38,B,F,G,,2,0,0,1,0,1,0,1,1137,0,-1,-1,1,2,-1,3,4,0,0,0,0,0,0,0,0,10,0,3,0,7,1,2,3496,3529,10
U40402,0,F,47,B,C,31,,0,0,0,1,1,0,0,1,1181,0,-1,-1,1,2,-1,3,6,0,0,0,0,0,0,0,0,20,0,3,0,4,2,2,3448,2778,20
U40314,0,M,45,B,C,31,~,0,0,1,1,1,1,0,1,357,0,-1,2,1,1,-1,2,3,0,0,0,0,1,4,0,0,20,1,5,0,7,1,1,783,3774,10
U40247,0,M,47,B,F,G,~,7,0,1,1,1,1,0,1,1172,1,1,2,1,3,3,4,4,0,24,0,0,0,0,0,0,20,1,3,0,4,1,2,1662,738,20
U40193,0,F,46,B,C,31,A,0,0,1,1,1,1,0,1,928,1,3,4,5,5,2,2,5,13,32,0,0,1,3,0,0,35,1,5,0,8,7,4,8221,4809,20
U40113,0,F,52,B,B,30,~,23,0,1,1,1,1,0,0,-1,0,-1,-1,1,3,2,3,0,0,0,0,0,1,3,1,63,20,1,5,0,4,4,2,6529,5629,20
U40089,0,M,49,B,C,Z,,2,1,1,1,1,1,1,0,-1,1,3,3,1,6,-1,2,0,18,0,0,0,1,5,0,6,40,1,5,0,8,2,2,1639,5813,40
U39861,0,M,61,B,Z,Z,C,0,0,0,1,0,1,0,0,-1,1,3,3,7,7,-1,2,0,0,0,0,0,0,0,0,0,25,1,5,0,8,2,2,5892,1299,40
U39859,0,F,54,B,C,31,A,0,0,0,1,1,0,0,0,-1,1,3,3,4,6,2,2,0,18,5,0,0,0,0,0,0,20,1,3,0,3,4,2,6158,1141,40
U39758,0,M,54,B,B,30,B,22,0,0,1,0,1,0,1,1187,0,-1,3,1,2,4,4,5,0,0,0,0,0,0,0,0,20,0,0,0,4,4,1,5807,4870,40
U39645,0,M,41,B,B,30,B,13,0,1,1,1,1,0,0,-1,1,3,-1,7,3,-1,4,0,0,0,0,0,1,0,0,2,20,0,2,,4,6,2,6796,2579,10
U39613,0,F,54,O,,Z,,0,0,0,1,1,1,0,1,1169,0,-1,-1,1,2,4,4,3,0,0,0,0,0,0,0,0,20,0,3,0,2,5,1,5898,5874,20
U39492,0,M,40,B,B,30,A,13,0,0,1,1,1,0,1,403,0,-1,4,1,2,2,2,4,0,0,0,0,0,0,0,0,20,1,2,0,3,2,1,5299,3317,20
U39439,0,F,57,B,B,30,A,0,1,1,1,1,1,0,0,-1,1,3,4,6,7,6,2,0,11,0,0,0,0,0,0,0,20,1,5,0,7,7,2,5322,4809,40
U39114,0,M,50,B,B,Z,B,5,0,0,1,1,1,0,0,279,1,2,-1,1,2,-1,2,0,0,0,0,0,0,0,0,0,10,1,5,0,7,6,1,6810,5874,20
U39104,0,F,39,B,C,30,A,5,0,0,1,1,0,0,1,1088,0,-1,1,8,2,3,4,4,0,0,0,0,0,0,0,0,10,1,3,0,5,3,1,4913,3894,10
U39101,0,M,48,O,Z,Z,A,0,0,0,1,1,1,0,1,1166,0,-1,-1,1,3,2,4,4,0,0,0,0,0,0,0,0,20,1,3,0,4,5,2,6749,1032,20
U39044,0,M,48,~,B,Z,B,0,1,1,1,1,1,0,0,1187,1,4,3,7,6,7,2,0,8,34,0,0,1,5,0,0,23,0,0,0,7,7,4,6113,790,40
U39022,0,F,58,B,K,31,A,25,1,1,1,0,1,0,0,909,1,3,3,1,5,1,3,0,2,0,0,0,1,5,0,0,10,1,3,0,3,3,1,4603,4230,10
U38965,0,F,51,B,C,31,B,8,0,0,1,1,1,0,1,1193,1,4,4,7,7,-1,2,5,7,0,0,0,0,0,0,0,20,0,3,0,7,4,1,5979,1939,40
U38938,0,M,39,A,B,30,B,0,0,0,1,1,1,0,0,-1,1,2,-1,7,4,-1,2,0,0,0,0,0,1,4,0,0,20,1,3,0,7,6,2,4982,4809,20
U38934,0,M,43,B,C,30,A,2,0,0,1,1,1,0,1,132,0,-1,3,1,1,-1,3,1,0,0,0,0,0,0,0,0,20,1,5,0,6,3,1,5009,3925,20
